subject_id,display_name,model_mean,n_items_observed,model_obs_rate
00a9ea4f83711a3d,DeepCoder-14B-Preview,0.7329545454545454,880,0.8341232227488151
07c74e6ba142742b,O3-Mini-2025-01-31 (Med),0.7535545023696683,1055,1.0
0e6946fbb7471483,O1-2024-12-17 (Low),0.759090909090909,880,0.8341232227488151
1a000e12c4af6eb9,gpt-4-turbo-2024-04-09,0.37317535545023695,1055,1.0
210af89db33e1bb5,Qwen2.5-Coder-Ins-7B,0.34109396914446,713,0.6758293838862559
234eaea202e3a2d6,Claude-Sonnet-4 (Thinking),0.6853080568720379,1055,1.0
26f00f24978423da,O1-2024-12-17 (High),0.8318181818181818,880,0.8341232227488151
27bebe765c6e794e,gpt-4o-mini-2024-07-18,0.3551658767772512,1055,1.0
29e6362596f225df,O3-Mini-2025-01-31 (High),0.7772511848341233,1055,1.0
2c10a449d09dc184,DeepSeek-R1-Preview,0.7788636363636363,880,0.8341232227488151
2e062a466351a72e,O3 (High),0.8473933649289099,1055,1.0
2ee31ff301d1d8f7,Gemini-2.5-Pro-05-06,0.8274881516587678,1055,1.0
2f52069320c7aac1,Qwen2.5-Ins-72B,0.49060308555399723,713,0.6758293838862559
373b2ee1b8c4cf26,gpt-4o-2024-05-13,0.4343181818181817,880,0.8341232227488151
37d5bb9422802fcb,Gemini-2.5-Pro-06-05,0.842654028436019,1055,1.0
3ecd9daae9b74ef4,DeepSeek-R1-Lite-Preview,0.6307954545454547,880,0.8341232227488151
409f6d7df2b926fa,Llama-3_1-Nemotron-Nano-8B-v1,0.6443181818181818,880,0.8341232227488151
4178c8e8a5d89c7f,qwq-32b-preview,0.5988636363636364,880,0.8341232227488151
41a8859acddb9e33,gpt-4-0613,0.33927068723702664,713,0.6758293838862559
422a276396c3f244,Codestral-Latest,0.3532954545454545,880,0.8341232227488151
42477f3824b31985,LLama3.3-70b-Ins,0.36774193548387096,713,0.6758293838862559
4398615e8c57177a,Claude-3.5-Sonnet-20240620,0.4803409090909091,880,0.8341232227488151
451324ec0b1a531d,Mistral-Large,0.3729545454545455,880,0.8341232227488151
47de4b31c620df69,Qwen2.5-Ins-32B,0.470827489481066,713,0.6758293838862559
494a14f4d10a478c,gpt-4o-2024-08-06,0.3830331753554503,1055,1.0
4b261d0ed659f98f,O1-2024-12-17 (Med),0.7829545454545455,880,0.8341232227488151
51c230f9d49a74b1,o1-mini-2024-09-12,0.6840909090909091,880,0.8341232227488151
57d4a315e7a6b2f1,O4-Mini (Low),0.7744075829383886,1055,1.0
5b98e2ca2bc9b615,Claude-3-Haiku,0.2253080568720379,1055,1.0
5f0c81aa65fcdc7a,DSCoder-33b-Ins,0.26704067321178115,713,0.6758293838862559
624dd83d706b4030,Gemini-Flash-2.0-Exp,0.41800947867298577,1055,1.0
63ff8159ca5b7441,claude-3.7-sonnet,0.6350710900473934,1055,1.0
72d74de4960ca89a,Qwen2.5-Ins-7B,0.3012622720897616,713,0.6758293838862559
7375ef9e3f8d49d4,OpenReasoning-Nemotron-32B,0.8095734597156399,1055,1.0
738e39e0822ab7c8,Gemini-Flash-1.5-002,0.36124999999999996,880,0.8341232227488151
738f040a6d0877c6,Qwen2.5-Coder-Ins-32B,0.4830294530154277,713,0.6758293838862559
74c105aa90d7b550,DSCoder-1.3b-Ins,0.08611500701262272,713,0.6758293838862559
78b8104ee20828e1,Qwen2-Ins-72B,0.30589060308555405,713,0.6758293838862559
7f25680a85f56221,Gemini-Pro-1.5-002,0.4209090909090909,880,0.8341232227488151
84920d524b02f934,Kimi-k1.6-IOI-high,0.8602272727272727,880,0.8341232227488151
87bccaacdd9c9bb9,Gemini-Flash-2.0-Thinking-12-19,0.5649289099526066,1055,1.0
8b624df5b64a01e7,Kimi-k1.6-IOI,0.8014772727272726,880,0.8341232227488151
8d0ff8bab740cc74,QwQ-32B_temp,0.7345971563981043,1055,1.0
90927c5c3a876e01,QwQ-Max-Preview,0.8,880,0.8341232227488151
970bd4e7fae5410a,EXAONE-4.0-32B,0.8087677725118484,1055,1.0
9c7db77175def012,o1-preview-2024-09-12,0.5556818181818182,880,0.8341232227488151
9cea7d4f8cd9e88a,Gemini-2.5-Flash-05-20,0.762085308056872,1055,1.0
9d12a9fe706d0b0c,DeepSeek-V3,0.4955450236966824,1055,1.0
a194aa8b911232d6,O4-Mini (Medium),0.8445497630331753,1055,1.0
adb781da74edca96,MetaStone-L1-7B,0.5409090909090909,880,0.8341232227488151
b0c15b775a3043dd,O4-Mini (High),0.8729857819905213,1055,1.0
b4441d4fdd9132c8,Qwen3-235B-A22B,0.8037914691943128,1055,1.0
b4575e32ed654932,Claude-Opus-4 (Thinking),0.704265402843602,1055,1.0
b7b97c127371da89,Llama-3_1-Nemotron-Ultra-253B-v1,0.7772727272727272,880,0.8341232227488151
b8c849e547344e97,Gemini-Flash-2.0-Exp (N=10),0.41800947867298577,1055,1.0
ba0b80ac309ee013,Gemini-2.5-Pro-03-25,0.8151658767772512,1055,1.0
bc4e99219db0bab4,DSCoder-6.7b-Ins,0.19775596072931276,713,0.6758293838862559
c977d720c2e69eda,Gemini-Flash-2.0-Thinking-01-21,0.557345971563981,1055,1.0
d82df4fcb8401237,Grok-3-Mini (High),0.781042654028436,1055,1.0
dcc2d8a734d4b5bd,GPT-4-Turbo-1106,0.3740532959326789,713,0.6758293838862559
de79eeb79a08ef2e,XBai-o4-medium,0.8009478672985783,1055,1.0
e25127fab5fe5050,O3-Mini-2025-01-31 (Low),0.7061611374407583,1055,1.0
e4c82cf6951f1c1f,Claude-Opus-4,0.623696682464455,1055,1.0
e9b8a0cfcf3e598a,AzeroGPT-64b,0.2203409090909091,880,0.8341232227488151
eb7d8ad97da56804,deepseek-r1-0528,0.8436018957345972,1055,1.0
f0f304654aa9cc96,Gemini-2.5-Flash-04-17,0.7507109004739336,1055,1.0
f3b75c5523441339,gemini-exp-1206,0.5009132420091325,876,0.8303317535545024
f56ffd9599e83710,Gemini-Flash-2.0-Thinking,0.5114772727272727,880,0.8341232227488151
f7d451e0345e823d,claude-sonnet-4,0.5943127962085308,1055,1.0
feeab943357bc4f1,Claude-3.5-Sonnet-20241022,0.48739336492891,1055,1.0
