bid,mode,keep_rate,seed,actual_keep_rate,naive_bias,naive_rmse,naive_rankcorr,irt_bias,irt_rmse,irt_rankcorr,ipw_bias,ipw_rmse,ipw_rankcorr,dr_bias,dr_rmse,dr_rankcorr
agentdojo,features_and_score,0.5,0,0.5011152416356878,-0.022322844427365523,0.06452408844859918,0.9029059829059828,0.039023113037858694,0.08518083195578241,0.8430272420536851,-0.05804232973055851,0.1604432758332663,0.7308060832088763,0.038816024028619785,0.08801543674914586,0.8550704883687377
agentdojo,features_and_score,0.5,1,0.4996282527881041,-0.06314671977802559,0.10281324449372821,0.9067318072363919,-0.03083095539893423,0.08082181343518795,0.886152162014231,-0.0728845014915538,0.14695675392275867,0.827491909411814,-0.034611312259706095,0.08567423151492821,0.906951286261631
agentdojo,features_and_score,0.5,2,0.5059479553903345,-0.0467749392757049,0.09616358146715308,0.9227350427350427,-0.003991398960351944,0.09506689634394393,0.8441220826277808,-0.061582667560924516,0.16455554607923528,0.7469880638237686,-0.004921558945416645,0.09930957848117325,0.818393329136532
agentdojo,features_and_score,0.5,3,0.5011152416356878,-0.05647362989407999,0.0911379397047874,0.8748473748473748,-0.01795088207083089,0.06190270896477513,0.876847290640394,-0.06093712599646801,0.14811369741144836,0.8260572131552018,-0.02209226731684503,0.07364379740357659,0.9074986316365626
agentdojo,features_and_score,0.5,4,0.4955390334572491,-0.06910434254893551,0.12521233959454733,0.8664326158036634,-0.04016783181577921,0.11354012540198155,0.8084291187739463,-0.07243687676077258,0.15501775208784097,0.7853232283895044,-0.0427467239976702,0.1169705744240946,0.79584017515052
agentdojo,features_and_score,0.5,5,0.5011152416356878,-0.035163486997286476,0.11860558458590305,0.8821733821733821,-0.004669422416814736,0.0980866300943621,0.8347016967706623,-0.0594772217057691,0.1401834184203181,0.8627343723874076,-0.006098038689837183,0.10037488184308758,0.8500273672687465
agentdojo,features_and_score,0.5,6,0.5066914498141264,-0.02902818262577057,0.059592974323669445,0.9315384615384614,0.014312761170523507,0.07159103747131824,0.8561653289428335,-0.04601380665368143,0.14526287365780197,0.7573933227773255,0.012071368919115399,0.07119526786169866,0.8468591840630201
agentdojo,features_and_score,0.5,7,0.5007434944237918,-0.030344462990760802,0.0536909548492378,0.9546153846153845,0.011298065206834249,0.07114468222105995,0.8671137346837904,-0.06747384828964431,0.17979890233459384,0.7086528992580328,0.00945295724863258,0.07615336531301949,0.8561653289428335
agentdojo,features_and_score,0.5,8,0.49033457249070633,-0.03854598760604858,0.0586220404646346,0.936923076923077,0.0022403549935136524,0.06896830657266323,0.8567127492298814,-0.07683286346759566,0.17397523778120488,0.7464404186156867,-0.0038537368090520896,0.07597537635198966,0.8742301984154124
agentdojo,features_and_score,0.5,9,0.5003717472118959,-0.05304810298340661,0.10028095846993552,0.8801313628899835,0.003562686432685171,0.09543114866934867,0.8286808976464148,-0.05656755951759055,0.14916320728719906,0.7471264367816092,0.0026409866396913334,0.09729825349784813,0.8538587848932675
agentdojo,features_and_score,0.5,10,0.49814126394052044,-0.043818933367729185,0.05988197477322207,0.96,-0.0020264674510274616,0.06757787895280437,0.8764198795636038,-0.0641055689388341,0.15948951957558166,0.7995620037996349,-0.00856051550806661,0.07731220030030227,0.9005063721937091
agentdojo,features_and_score,0.5,11,0.49851301115241636,-0.007510413174275999,0.12413170272270967,0.8730158730158729,0.01814059168100357,0.11995069404032693,0.810071154898741,-0.06315074474854115,0.12140241369617683,0.8396278051450465,0.01583552047019125,0.12258625045650355,0.819376026272578
agentdojo,features_and_score,0.5,12,0.504460966542751,-0.047402722331193775,0.07906728292382796,0.8967521367521367,-0.015373435403619493,0.08407449482768689,0.8155446086480569,-0.08200958340664928,0.14903010838436886,0.8156562277012928,-0.01794172245183612,0.08808722312074611,0.8188286808976464
agentdojo,features_and_score,0.5,13,0.4966542750929368,-0.012155450880527496,0.12959484973908114,0.8358974358974358,0.024724395679576055,0.11392858007440121,0.7963875205254516,-0.06447081109503094,0.15936910429178736,0.6793485762263787,0.02178495193202391,0.11267490583402534,0.8188286808976464
agentdojo,features_and_score,0.5,14,0.5029739776951673,-0.046758917088692,0.07087590659031451,0.9083760683760682,0.01199526818735259,0.08778089402318123,0.8320788363127282,-0.06461110881035889,0.16919010378273933,0.6815382573745701,0.007842918313208916,0.09805270378158491,0.7975913582287137
agentdojo,features_and_score,0.5,15,0.49739776951672865,-0.04413934051990509,0.06663276758091927,0.9398290598290598,-0.0031527477715696606,0.04581547950901432,0.9277504105090312,-0.07061700015316004,0.15873531786346862,0.7431545473671951,-0.00553624010292258,0.053266336825960124,0.9282977558839628
agentdojo,features_and_score,0.5,16,0.49182156133828997,-0.0326820683700067,0.05579906512902241,0.9395604395604396,-0.019753575857196535,0.04701942809966542,0.9195402298850575,-0.0733055655355579,0.13268358909157688,0.8445539135194308,-0.02329673869742353,0.05031230975867228,0.9233716475095786
agentdojo,features_and_score,0.5,17,0.49851301115241636,-0.04738656087563588,0.09831417831414523,0.8899145299145298,-0.017940993553825786,0.09333623366382629,0.8506911260723549,-0.06179898916582379,0.16231652801609778,0.7442498377833588,-0.024973466034806612,0.09626917630140285,0.8244149522940583
agentdojo,features_and_score,0.5,18,0.5059479553903345,-0.05412654979870869,0.10121429718933404,0.8933333333333332,-0.010753973520227842,0.09513541790202334,0.8215654077723044,-0.06845884605534282,0.1829813314841649,0.7437021925752769,-0.015641379853758765,0.0966288386378061,0.8177339901477831
agentdojo,features_and_score,0.5,19,0.49256505576208176,-0.04762487514660908,0.07917014442384199,0.8892307692307693,-0.016322060355118344,0.0830704674045274,0.8264915161466886,-0.06881496928295132,0.15382865936499315,0.8101820248308141,-0.017136424891940557,0.08900781449009026,0.8188286808976464
agentdojo,features_and_score,0.5,20,0.49925650557620815,-0.06081704960929023,0.10465984004067211,0.9055106196172182,-0.051433882276926725,0.08819338306345068,0.91351943076081,-0.08406654856243764,0.17082702854419612,0.6894853169751648,-0.053875232153312635,0.09337636031042215,0.9107827038861521
agentdojo,features_and_score,0.5,21,0.49814126394052044,-0.05848274904268759,0.10299150348343207,0.9006258691405238,-0.01518615335226059,0.07702216217614295,0.9053092501368363,-0.06470998525889267,0.16030516156162444,0.8094196175451099,-0.01930975092096523,0.0779524246559048,0.9354132457580733
