subject_id,display_name,model_mean,n_items_observed,model_obs_rate
04eb984f2790d9a6,deepseek-coder-v2,0.639030612244898,10192,0.7526214739329493
0ca95b56886dbc1f,Meta-Llama-3_1-70B,0.5247199528341615,11873,0.8767538029833112
13a1cab4e22ad574,c4ai-command-r-v01,0.36553524804177545,11873,0.8767538029833112
148a2a89d25ca27f,claude-3.5-sonnet,0.761519669783506,11871,0.8766061143110323
162eda995e0e11ab,claude-3-5-haiku-20241022,0.6214099216710183,11873,0.8767538029833112
18196b5269da5b0a,Meta-Llama-3_1-70B-Instruct,0.628526909795334,11873,0.8767538029833112
21e5b2217dda961f,Yi-34B,0.4201128611134507,11873,0.8767538029833112
2aac14a5dc766c6c,gemini-3.1-pro,0.8733125649013499,963,0.07111209570225964
2adb7c93cd8594a6,arx_3,0.7828504043126685,11872,0.8766799586471717
2c510d705b044c43,Mixtral-8x7B-v0.1,0.39876189674050366,11873,0.8767538029833112
39fb5d1f37195526,Meta-Llama-3_1-8B-Instruct,0.4425587467362924,11873,0.8767538029833112
3a00e90bc9417fc2,sonnet-3.5,0.729217552429883,11873,0.8767538029833112
43e7eba0ac90a477,Mistral-7B-v0.1,0.29765013054830286,11873,0.8767538029833112
4526f8513b5090fe,Llama-2-70b-hf,0.3624610460709172,11873,0.8767538029833112
467c03cccec6a2c2,Yi-6B,0.25014739324517815,11873,0.8767538029833112
494a14f4d10a478c,gpt-4o-2024-08-06,0.747115303630085,11873,0.8767538029833112
5582bd2d4223dc95,Llama-2-13b-hf,0.23523961930430387,11873,0.8767538029833112
5cc5438ea46715de,qwen1.5-72b-chat,0.47123726101238106,11873,0.8767538029833112
676fe3c6193a4dad,Meta-Llama-3-70B-Instruct,0.5551623646960866,12010,0.8868704770344115
6f7ac1823da81d2e,deepseek,0.5251689189189189,11840,0.8743169398907104
70e3e5c181c774bc,gemini-1.5-pro-002,0.7025545906753224,11861,0.8758676709496381
74375a523acfc9e9,Qwen1.5-110B,0.4920407647603807,11873,0.8767538029833112
7b45f370e9714d4d,Meta-Llama-3-8B,0.3414469805440916,11873,0.8767538029833112
7e1c0bab30793218,jamba-1.5-large,0.4934304725006317,11873,0.8767538029833112
7e284063ce251813,gemma-7b,0.3239703529015413,11873,0.8767538029833112
7e6ebdfb9018bd06,Mistral-7B-Instruct-v0.1,0.24185125915943737,11873,0.8767538029833112
84788677bc272077,Mistral-7B-v0.2-hf,0.2912490524719953,11873,0.8767538029833112
851e43bd44a2c3d3,flash,0.5922681714815127,11873,0.8767538029833112
8a43428062692d36,gpt-4o-mini,0.6314326623431314,11873,0.8767538029833112
931d98fb1a58a771,arx_0314,0.8300270133378356,11846,0.8747600059075469
99a76e323194b65c,Qwen1.5-14B-Chat,0.3622504842920913,11873,0.8767538029833112
a6138cd2a352cc57,Llama-2-7b-hf,0.18344142171313063,11873,0.8767538029833112
b7a6096f66ca5398,mathstral-7B,0.4214604564979365,11873,0.8767538029833112
bf432f9d856ab280,Yi-6B-Chat,0.26783458266655435,11873,0.8767538029833112
c753cf89cbc09544,Qwen1.5-7B-Chat,0.2652236166091131,11873,0.8767538029833112
c77b14928a35f208,Phi-3-mini-4k-instruct,0.4153541649119852,11873,0.8767538029833112
c9ad8f2cc1294afa,sonnet,0.5482914923291492,11472,0.8471422241914045
cdbf5a4c8338aa05,iask_pro,0.8124098124098124,11781,0.8699601240584847
ce8041ab459c3167,claude-3-5-sonnet-20241022,0.7768466268003033,11873,0.8767538029833112
d28e4053062132f2,Meta-Llama-3-8B-Instruct,0.40133075044217975,11873,0.8767538029833112
d30cf1aca1f79eaf,deepseek-chat-v2_5,0.6599006148403942,11873,0.8767538029833112
d6537e70bb5ba562,Meta-Llama-3_1-8B,0.3649035627052977,11873,0.8767538029833112
e07fbafc8b7ca48b,gpt4o(2024-05-13),0.7220163395940369,11873,0.8767538029833112
e12ce8285efc67c6,opus,0.6851680282995031,11873,0.8767538029833112
e44016eaf4c6ea4d,Meta-Llama-3-70B,0.5200033689884612,11873,0.8767538029833112
e635d29b1ef3c91f,gemini-1.5-flash-002,0.6421159200202481,11853,0.8752769162605228
e972399a710cde48,Mixtral-8x7B-Instruct-v0.1,0.4180072433251916,11873,0.8767538029833112
ff9cbb6ed04fff99,Mistral-7B-Instruct-v0.2,0.2869535921839468,11873,0.8767538029833112
