item_id,item_difficulty,item_discrimination,n_models_observed,content_length
0013cb25d2ee3d0f,0.6413043478260869,0.2913748196954953,92,52
0019dc73ac067478,0.782608695652174,0.3350224768935847,92,33
003f3f97f0e60f49,0.3870967741935484,0.26860725342877545,93,410
00440d5c7b1f465c,0.17921146953405015,0.49631873211745337,93,1141
0045a833e4c45236,0.6774193548387096,0.46026719462153026,93,67
005508a39cd55e08,0.15053763440860216,0.2926839353893653,93,151
0055223dafbebe7f,0.4838709677419355,0.4931145986579649,93,2623
006563e2cab6b605,0.0,,93,315
0087488832bb8e3c,0.9247311827956989,0.4000112080768668,93,70
00922ff695fb514f,0.8494623655913979,0.4040153657727655,93,94
009ff9ff8823346f,0.956989247311828,0.3675905362052611,93,105
00a0d3e8c169dfae,0.6129032258064516,0.25862131519280657,93,93
00aee70ed2731094,0.3870967741935484,0.29707434910340785,93,43
00c067aad9344902,0.6881720430107527,0.5611339805634173,93,576
00e405fbd5104a85,0.5652173913043478,0.18754825635417285,92,94
00ef688f30b552ae,0.0,,93,676
0119f56b617479c1,0.8172043010752689,0.2244188178379757,93,91
012a52d07e6ba4b5,0.4946236559139785,0.4359482110119555,93,41
013d38a1c18e7518,0.7849462365591398,0.25428808475888337,93,119
0147dea5fc8ef17b,0.8817204301075269,0.6138132029395845,93,133
014d8e75678a5d8a,0.2826086956521739,-0.012104397647765372,92,41
01558555e47e848f,0.017921146953405017,0.18950744450648632,93,439
015e87450cf4e8a2,0.021505376344086023,0.09392572672227727,93,648
016454d1433f286e,0.4891304347826087,0.2631214158498826,92,59
016527b1766c7986,0.6344086021505376,0.5010792116867796,93,874
016d9390ef8cca47,0.8172043010752689,0.37109808302931685,93,118
017b5e3094dbeb1f,0.8387096774193549,0.5067529425444035,93,237
017c8ae6805539b2,0.7634408602150538,0.3876852035365707,93,78
0194ece4d96cbd84,0.9139784946236559,0.5439208099008873,93,114
0195e003df9997c5,0.6739130434782609,0.4382004557649031,92,37
01a57c8c50498afe,0.8924731182795699,0.6196793743563886,93,101
01c1e1f0a3ba05b7,0.8172043010752689,0.3725078836279785,93,135
01c55c4eaaf0f032,0.5698924731182796,0.26187999041786614,93,87
01cc8043fb5ea1a7,0.9354838709677419,0.4967440332074402,93,90
01ce23b113c3e411,0.010752688172043012,0.07449851572422277,93,938
01eb88c48f74f87c,0.9247311827956989,0.5522435822400467,93,61
01f3890156fb5f76,0.8817204301075269,0.5419374924531606,93,102
01f9aaa7f65ea3ff,0.5376344086021505,0.2718395871252389,93,105
0205612f1df05c00,0.8172043010752689,0.397761874117843,93,141
02299c3aa70eb4af,0.2258064516129032,0.39800968178657226,93,525
