item_id,item_difficulty,item_discrimination,n_models_observed,content_length
00030460ff2b8e5a,0.9125,0.44061109046277985,240,94
0029ed0738f590a3,0.9311740890688259,0.3654617661151553,247,133
00491fef64c55f3a,0.5020746887966805,0.1183311862339905,241,94
004b708f5c445fad,0.9437751004016064,0.4030221034627179,249,278
0054834b07d49ec8,0.8744939271255061,0.35419503318996015,247,233
005e38c5e3b0b567,0.9823788546255506,0.49796808823981165,227,91
007d63b843c33d40,0.763265306122449,0.4515394252996126,245,175
00a73a1017822d77,0.9799196787148594,0.5789573990702547,249,266
00c528dfea169d5f,0.4534412955465587,0.17981388710598498,247,213
00cccb93e8268b2c,0.9835390946502057,0.48388022127400465,243,193
00d0fb5c886f0c62,0.512396694214876,0.045221349275843106,242,94
00d4342839eaf8eb,0.9831932773109243,0.636624937475207,238,96
00de031548479bf9,0.5204918032786885,0.4485982622784608,244,164
00e133ef5e442580,0.4588477366255144,0.34378978460562826,243,116
00e7ce8683a97992,0.5191489361702127,0.45090028197011567,235,83
00f9801714ce1198,0.10204081632653061,-0.11978791639431016,245,106
00fc6f0285380a04,0.8677685950413223,0.39201265779933836,242,74
0104e6211cca71ea,0.8571428571428571,0.3885369929240036,238,145
0106a97e948c72c2,0.18181818181818182,0.22119470332591007,242,92
010dd2a4976324a5,0.8024193548387096,0.24717381793328483,248,60
0116861f89b2aab6,0.9637096774193549,0.554885324681505,248,166
0119db822e298630,0.9799196787148594,0.5632250991443878,249,509
012fed3b6cac77dc,0.9835390946502057,0.17858111990591866,243,371
013e8767d42c2599,0.8728813559322034,0.3555283649131049,236,145
014f8c9e5450c354,0.5951417004048583,0.191646919272265,247,55
0155b220fa08f819,0.5604838709677419,0.24330873367558062,248,625
01762e389ed2d8da,0.5933609958506224,0.3078538105950301,241,147
01adf8c4caa1eadf,0.9711934156378601,0.6211602155044955,243,93
01d561da41c7fd95,0.9714285714285714,0.44534636289172314,245,100
01dbf73f97d56dcb,0.7710843373493976,0.6629527727169958,249,469
01dce1f65caa7761,0.9795918367346939,0.33773375174285203,245,100
0203f9ee9cc53c0c,0.983402489626556,0.5260448472561299,241,397
02187e4f85268802,0.6926229508196722,0.42477771333796444,244,237
021c8474a1948f5b,0.5555555555555556,0.4774956001887057,243,68
022ad04e0e0e2c5f,0.9918367346938776,0.5014901706005412,245,94
0232bbf66afdb0a3,0.4132231404958678,0.1419005122576514,242,95
0234cbf3c3586468,0.7926829268292683,0.6452466529877363,246,272
0236ff7e3081f266,0.9354838709677419,0.4621589168636727,248,211
02618cc1b833df9f,0.9755102040816327,0.5013120082718023,245,106
0279a71a7d3884e4,0.9875,0.2066808445741558,240,104
027c08311b0f073d,0.964,0.5440760329482017,250,97
028074aa7de92398,0.8137651821862348,0.4662713579225539,247,232
028945b59f592fdc,0.8821138211382114,0.4719785465205415,246,108
0293acdeef5ce817,0.9839357429718876,0.5452948349336507,249,275
02989f458a109899,0.4897119341563786,0.45237410586155224,243,73
029f721dc5e4f909,0.29820936639118456,0.16538391285317164,242,97
02af7a0f21809daa,0.1680327868852459,-0.0028728370578658753,244,113
02b513d93c68c042,0.972,0.4062040531770897,250,97
02b53b98312c7359,0.9839357429718876,0.4434258348541298,249,273
02b8f29628110fcd,0.985,0.5246961694283088,250,197
02c1759993c298d4,0.9919678714859438,0.28541547591697836,249,288
02da2dc2a72aaec4,0.9875518672199171,0.415619724520857,241,102
0302e8a0fb96bafc,0.9626556016597511,0.519509071021901,241,177
030f9aabb22e14ab,0.9196787148594378,0.3305856200862422,249,268
0314aabe5f817c31,0.9959183673469387,0.35591099777580093,245,78
031a85fa11e7c5e4,0.8368200836820083,0.32627127986404447,239,160
032233831a20b280,0.98,0.5312843784131372,250,231
03893e0b3c672fca,0.9382716049382716,0.44874418370465824,243,85
03990d0f2728f5a8,0.9116465863453815,0.4717697887580249,249,211
039f8d0b9b250fa7,0.848,0.4285269859221867,250,593
03c0dde706e53c6c,0.98,0.5735954631084219,250,227
03c2a938faa2d43a,0.9637096774193549,0.43147669275048145,248,336
03f8a1f56806bfa7,0.746938775510204,0.5728354428018183,245,569
03fbe175a2cb336f,0.96,0.6752612408064856,250,259
03fcecda27006f48,0.9176954732510288,0.33810598601982494,243,138
040910d477c4d17d,0.9089068825910931,0.4360800932326649,247,89
0416b61e84e02135,0.8416666666666667,0.48678661663886497,240,175
04406c27295cfd9e,0.4715447154471545,0.5489327596178364,246,68
0446b9e91e1cf95c,0.532258064516129,0.4981149120691069,248,384
047f0e5897581de3,0.3130904183535762,0.22356899337883487,247,286
048c8b7c3000e428,0.6910569105691057,0.38792409991306154,246,296
049e147afbbf80dc,0.9916666666666667,0.12305729917471536,240,102
04abc80060a004cc,0.972,0.6089288305813884,250,261
04c4397a3f062ebf,0.5853658536585366,0.11288756486921553,246,112
04d2dfcbaea0f653,0.1598360655737705,-0.25251858739333627,244,106
04d85731d66e6125,0.9838709677419355,0.4675478520865907,248,275
04d92148211aeea9,0.1752136752136752,-0.048536527243585995,234,95
04e00427b9b49114,0.95,0.40460315734689745,240,109
04ef1a2db9935f8d,0.950207468879668,0.4157617490498757,241,145
04ffad554232851d,0.4769874476987448,0.28777975779317677,239,93
0534b04efcf78853,0.8237704918032787,0.5607130561146635,244,114
0535815596c07f4e,0.8029084397986838,0.505689070234679,246,101
0548a064e89a03bc,0.8760683760683761,0.39576914479458164,234,76
054925f495b08b0b,0.26954732510288065,0.20718022437005582,243,94
0577d11241886825,0.3729508196721312,0.46335069102465687,244,71
05976f69e79ee7df,0.9857723577235772,0.51005867021078,246,187
05a348518ac1a644,0.7593360995850622,0.49623842308584426,241,74
05a7662e7ee196e2,0.5042016806722689,0.1471448873646246,238,75
05c86fecaca035f1,0.8930041152263375,0.4614367790210833,243,88
060b5a9daec2f678,1.0,,233,85
060fa80016c4396d,0.756198347107438,0.37804682173408716,242,106
06119fdadb5854a7,0.9324894514767933,0.5174390799052372,237,84
0626ff435634feea,0.9714285714285714,0.38441687377983014,245,233
062838ebc1940427,0.7755102040816326,0.2860211292563827,245,62
0630148be4bbbb79,0.8340080971659919,0.6791169453209511,247,417
0639aed2b7ce9eec,0.9437751004016064,0.30170832208154974,249,288
064fdb6b4dc3be97,0.2827868852459016,0.36052912069872683,244,84
0664589ea76c7395,0.9385245901639344,0.6091306319556161,244,67
068729af607d1eba,0.7622950819672131,0.2721054627949074,244,106
06b7af3d19194095,0.9795081967213115,0.5120117288259721,244,214
06bdd9fe4fd4e453,0.9595141700404858,0.48489161573774847,247,526
06c114cb5be2ebaa,0.8291666666666667,0.5187534060189216,240,150
06e6209faa38a68d,0.9790794979079498,0.4687845146759578,239,111
06e9fc7eff3c7a84,0.256198347107438,0.1887628497776471,242,86
06eabf4de410ab16,0.9787234042553191,0.2801868725754522,235,69
06edeee7a2c5ded9,0.9752066115702479,0.4977396123786447,242,159
06fae769fdf66860,0.9590163934426229,0.40661619098573765,244,78
07096a9e85a6817a,1.0,,238,103
0710b3803148736f,0.6900826446280992,0.48816899972434596,242,149
07261e8755ed32db,0.9242160278745645,0.7271462997292267,246,108
072d515c7e0dfb82,0.8340248962655602,0.29674128009057354,241,103
07395519de541b95,0.3093220338983051,0.08093280228566019,236,121
0762c7c77177c37b,0.9672131147540983,0.5629206040332082,244,526
0799af6cd7466205,0.5346938775510204,0.3393360615107974,245,339
07aef23616f50e91,0.902542372881356,0.3015977720191948,236,112
07b62000945e729f,0.897119341563786,0.43457213194926203,243,52
07bf02d55a7794d5,0.08064516129032258,-0.33254264263577826,248,109
07bf7dd768cd4995,0.9670781893004116,0.19790563965694552,243,74
07c73de2e95ebff8,0.8661087866108786,0.4264348462928035,239,96
07cec4359ab9e710,0.9737991266375546,0.5120147828890644,229,92
07dc1c2afe406f97,0.987603305785124,0.3083430841175661,242,72
07e21fe77e32d044,0.38306451612903225,0.20964091018435527,248,237
07fe10562008fd33,0.9437558076674847,0.6533860785611076,247,71
07fffafbf563b9ce,0.610655737704918,0.11000190818167106,244,94
08456cb32bfca788,0.9874476987447699,0.4541024115628325,239,107
085099fab2f6b207,0.9777777777777777,0.2843992249530096,225,92
085554049ec58544,0.9628099173553719,0.39641057946315433,242,102
08555e9d3664c879,0.05327868852459016,-0.28137768777011957,244,166
085691313440445f,0.919831223628692,0.5108704014155575,237,88
08680e198a60d436,0.6437246963562753,0.5558731826353038,247,116
086d14434272796e,0.8697478991596639,0.3752010845208971,238,143
08a06de7ba7c5a8f,0.9227642276422764,0.5206653862913977,246,143
08aa076b78e32d2e,0.970189701897019,0.5683072126211108,246,70
08adf0b8dd6333b3,0.8983739837398373,0.5095974475996525,246,417
08c41ee6a80d19e2,0.05485232067510549,-0.33923691397342637,237,58
08cf46657116b35f,0.9595141700404858,0.4359999167119188,247,102
08d394cc627ba3ed,0.9718875502008032,0.3739071606945071,249,266
09030843d391d129,0.6952789699570815,0.27504489736997767,233,94
0915958b2b6b02f3,0.9798387096774194,0.5364285538315254,248,281
094edaa4a1ce4ec5,0.17083333333333334,-0.08291316503282946,240,98
09510fc3dec8b534,0.6270491803278688,0.2945844821933818,244,158
095517a751bd352d,0.6330645161290323,0.4754343047211695,248,385
0964272b1e042f0a,0.31421768707482994,0.11518299806867806,245,97
09670e7ad9789dd2,0.9789915966386554,0.2639932249237796,238,122
09732336d32e34f8,0.746938775510204,0.0665368266021765,245,272
0989d879e975f825,0.9918032786885246,0.34847071554052705,244,101
09b7063899dba953,1.0,,241,102
09b75ae6031f3aae,0.5447154471544715,0.3857719534121365,246,72
09b9b7e1a3133433,0.6991869918699187,0.4311079264424891,246,446
09d80ca850f79f77,0.9061224489795918,0.37241351256843247,245,115
09fa6c7fbaa926f1,0.826530612244898,0.5873456070487635,245,114
0a0607597b6adb74,0.9914893617021276,0.22430889616831048,235,69
0a329607455119a1,0.9834710743801653,0.21241669363461116,242,81
0a3a3d431b70925f,0.897119341563786,0.4343264772030677,243,383
0a3d6d23fff21e8f,0.9598214285714286,0.4864340754676459,224,207
0a42f289dd4b4ef7,0.8916666666666667,0.5057615501008773,240,143
0a45406f9bed6938,0.8535564853556485,0.3662709823394627,239,59
0a4631ee1ba6a7cf,0.946058091286307,0.5671217865467381,241,81
0a4bf29955852e33,0.8589211618257261,0.5148499534999357,241,94
0a65c22ba05e11cb,0.9959016393442623,0.3590020779176309,244,286
0a65d06371d83821,0.7903225806451613,0.3466693224113542,248,381
0a7b8553a127384a,0.924,0.3038111678767938,250,177
0a92d36201387637,0.9754098360655737,0.511562159339522,244,155
0aac4a95733791a2,0.9799196787148594,0.41472034108583067,249,569
0ab4bbfe3f9433aa,0.3967611336032389,0.08359528981932599,247,222
0ad12dab4fabf143,0.9755102040816327,0.447389609029346,245,75
0b19a094c1b3a227,0.9700854700854701,0.14069819068127953,234,67
0b1c07620830a8f6,0.7228915662650602,0.3846858678084658,249,98
0b51a501f4a41dc5,0.9590163934426229,0.51908069932851,244,91
0b5d655283f5e5f7,0.9839357429718876,0.48303119391101584,249,306
0b7138f13145b3de,0.8414634146341463,0.09538274978699017,246,158
0b8ee51011f81bbc,0.9694323144104804,0.41190566242212506,229,85
0b8f8521d894dde1,0.3868312757201646,0.3834166452818493,243,67
0b99088f2884a05a,0.9875518672199171,0.44587172250120427,241,158
0bcf4841e193da1d,0.9429824561403509,0.4400417101225465,228,96
0bdca0da6b19c3ad,0.907563025210084,0.49588852039148207,238,100
0bfb0fcc052bd766,0.9414225941422594,0.3627250296856746,239,111
0c147fba77ec3700,0.9796747967479674,0.6124506934428458,246,269
0c174073221c6ed9,0.782258064516129,0.5089686206543856,248,233
0c2e8ddd59e0ee19,0.966804979253112,0.49872865814731915,241,88
0c433716fddedac2,0.907563025210084,0.2965243485620673,238,94
0c61dd198d7f943c,0.9752066115702479,0.6499747358206241,242,143
0c71fa4a5175af66,0.21138211382113822,0.3173247055834268,246,84
0c72af62c4fcb6d2,0.8823529411764706,0.45895383736546375,238,164
0c777e8f712c4968,0.5443037974683544,0.1898894029838158,237,109
0c8927ec7906dfa0,0.9793388429752066,0.5425366631482272,242,92
