subject_id,display_name,model_mean,n_items_observed,model_obs_rate
000c285457fc971f,monkey,0.7239054865221706,3573,0.9983235540653814
024c3fde12b67087,MiniGPT-4-v2,0.30445996438125683,2343,0.6546521374685667
03e901a42236499c,Ovis1.6-Gemma2-27B,0.874429500012558,3579,1.0
04dc80990560b171,Claude3V_Haiku,0.748191238841429,2630,0.7348421346744901
0641bd2f4fca0ed4,Ristretto-3B,0.8629158928170317,3579,1.0
06a843e3684c0811,llava_v1.5_13b,0.7438085391699611,3579,1.0
06eb1f79e4a62832,InternVL2_5-78B,0.92270328080939,3579,1.0
0722cd9574a8278c,cambrian_13b,0.8030220719870659,3391,0.9474713607152836
07605963336c6553,SmolVLM-Synthetic,0.6670398780637429,3579,1.0
07818d63ccc2d622,NVLM,0.8787518155926901,3207,0.8960603520536463
0813561aaa3ebf5c,Mantis-8B-Idefics2,0.7968468837015752,3579,1.0
0823b374cd5c16b5,InternVL2_5-4B-MPO,0.8654261040090141,3579,1.0
0892a0ee4f07bf7e,Yi_VL_6B,0.7571631337559966,3572,0.9980441464096116
08e4e8f4626ef084,SmolVLM2-500M,0.6618979316023348,3579,1.0
08fd536095c22787,Ovis1.5-Llama3-8B,0.860073699016552,3579,1.0
090790261b78d67c,OmChat,0.8434679264273467,3579,1.0
0a5d7b4037495dda,GeminiFlash1-5-002,0.8701777385136692,3548,0.9913383626711372
0b24a4b9070e3683,Vintern-3B-beta,0.7795327557025699,3579,1.0
0b3cd69106cd3a7d,GPT4o_20241120,0.9021119639060312,3506,0.9796032411288069
0b7e3564cb843ed8,Falcon2-VLM-11B,0.7606410268539208,3553,0.992735400949986
0bb97b9eb173533c,sharegpt4v_7b,0.744834189828273,3579,1.0
0bdd8059e7281e97,Qwen2-VL-72B-Instruct,0.9019561132893809,3579,1.0
0d012ec947e6fb53,grok-2-vision-1212,0.8890752193584893,3579,1.0
0d0f710089fbd299,sharegpt4v_13b,0.7545793675668928,3579,1.0
0dd4a5449cf2372f,InternVL2-2B,0.7843883815618444,3579,1.0
112e9e7f2aa3f92d,Llama-3.2-90B-Vision-Instruct,0.8662390806110071,3065,0.8563844649343392
1189b8a1d43b05b2,CloudWalk,0.8572345593473742,3579,1.0
12bddbc13968b89c,Gemma3-12B,0.8194685285291966,3572,0.9980441464096116
12bea9b0d60a3668,llava_onevision_qwen2_7b_si,0.8455259464268363,3570,0.9974853310980721
12dbeb9b7bb1ca8f,InternVL2_5-4B,0.8638365808870222,3579,1.0
134d86bf38988821,PandaGPT_13B,0.6037589313451381,1073,0.29980441464096114
14d379fa718b7245,xgen-mm-phi3-interleave-r-v1.5,0.8150735343033553,3579,1.0
152e6b564d70cb9a,Phi-3.5-Vision,0.7814099611360595,3579,1.0
156ddd996bb66ea7,llava_next_llama3,0.7770695537225787,3579,1.0
16a8f208c319189d,moonshot-v1-8k,0.8591139037542893,3570,0.9974853310980721
18a41aad499f5223,InternVL2_5-2B,0.8099194519082592,3579,1.0
19061bd88e98d580,QwenVLPlus,0.7929928379770251,3510,0.980720871751886
1b8a569c1d6f0ddc,Qwen2-VL-7B-Instruct,0.8562292841137572,3579,1.0
1c905ffd0ae0e5f0,MiniCPM-Llama3-V-2_5,0.8352017448499377,3579,1.0
1c94d0cc4fb0fc41,BlueLM_V,0.8884468505542417,3579,1.0
1df65f1b48dc091d,GeminiPro2-0,0.8968238052796876,3564,0.9958088851634534
1ea04d83938ab34b,GPT4.5,0.9129221161738202,3495,0.9765297569153395
1f903974d9b3a350,llava_next_qwen_32b,0.8461830085856658,3520,0.9835149483095836
200407845967c29c,emu3_chat,0.7034870903586955,3563,0.9955294775076837
206e2a9826f85a2c,xgen-mm-phi3-dpo-r-v1.5,0.8112353379462989,3579,1.0
21ac14755d22133a,POINTS-Yi-1.5-9B-Chat,0.8492475559656665,3579,1.0
2331414023e6a3dc,GeminiPro1-5-002,0.8969634224771523,3541,0.9893825090807488
255d7d455c1befd2,Mini-InternVL-Chat-2B-V1-5,0.7535766432122627,3579,1.0
26adf5b7b7684d32,InternVL2_5-38B-MPO,0.9144488390494504,3579,1.0
